600.0	0.0004
599.0	0.0004
598.0	0.0003
597.0	0.0003
596.0	0.0003
595.0	0.0003
594.0	0.0003
593.0	0.0003
592.0	0.0003
591.0	0.0003
590.0	0.0003
589.0	0.0002
588.0	0.0002
587.0	0.0001
586.0	0.0000
585.0	0.0000
584.0	0.0001
583.0	0.0003
582.0	0.0003
581.0	0.0003
580.0	0.0002
579.0	0.0003
578.0	0.0004
577.0	0.0004
576.0	0.0004
575.0	0.0003
574.0	0.0003
573.0	0.0003
572.0	0.0003
571.0	0.0003
570.0	0.0003
569.0	0.0003
568.0	0.0003
567.0	0.0003
566.0	0.0003
565.0	0.0003
564.0	0.0003
563.0	0.0001
562.0	0.0000
561.0	0.0000
560.0	0.0001
559.0	0.0003
558.0	0.0003
557.0	0.0002
556.0	0.0003
555.0	0.0003
554.0	0.0003
553.0	0.0003
552.0	0.0001
551.0	0.0000
550.0	0.0000
549.0	0.0000
548.0	0.0001
547.0	0.0003
546.0	0.0003
545.0	0.0003
544.0	0.0003
543.0	0.0003
542.0	0.0003
541.0	0.0003
540.0	0.0003
539.0	0.0003
538.0	0.0003
537.0	0.0004
536.0	0.0005
535.0	0.0005
534.0	0.0005
533.0	0.0007
532.0	0.0009
531.0	0.0010
530.0	0.0013
529.0	0.0016
528.0	0.0018
527.0	0.0020
526.0	0.0024
525.0	0.0027
524.0	0.0034
523.0	0.0038
522.0	0.0044
521.0	0.0050
520.0	0.0058
519.0	0.0067
518.0	0.0078
517.0	0.0088
516.0	0.0099
515.0	0.0110
514.0	0.0122
513.0	0.0138
512.0	0.0153
511.0	0.0167
510.0	0.0182
509.0	0.0196
508.0	0.0211
507.0	0.0224
506.0	0.0237
505.0	0.0247
504.0	0.0255
503.0	0.0267
502.0	0.0276
501.0	0.0284
500.0	0.0290
499.0	0.0297
498.0	0.0304
497.0	0.0309
496.0	0.0313
495.0	0.0319
494.0	0.0324
493.0	0.0329
492.0	0.0334
491.0	0.0339
490.0	0.0343
489.0	0.0348
488.0	0.0352
487.0	0.0356
486.0	0.0358
485.0	0.0359
484.0	0.0361
483.0	0.0361
482.0	0.0361
481.0	0.0360
480.0	0.0358
479.0	0.0356
478.0	0.0353
477.0	0.0348
476.0	0.0344
475.0	0.0339
474.0	0.0334
473.0	0.0329
472.0	0.0325
471.0	0.0321
470.0	0.0317
469.0	0.0312
468.0	0.0309
467.0	0.0308
466.0	0.0308
465.0	0.0308
464.0	0.0308
463.0	0.0308
462.0	0.0308
461.0	0.0309
460.0	0.0311
459.0	0.0314
458.0	0.0319
457.0	0.0321
456.0	0.0322
455.0	0.0322
454.0	0.0322
453.0	0.0322
452.0	0.0322
451.0	0.0319
450.0	0.0313
449.0	0.0306
448.0	0.0300
447.0	0.0293
446.0	0.0285
445.0	0.0278
444.0	0.0269
443.0	0.0260
442.0	0.0251
441.0	0.0243
440.0	0.0237
439.0	0.0230
438.0	0.0222
437.0	0.0214
436.0	0.0209
435.0	0.0205
434.0	0.0201
433.0	0.0197
432.0	0.0195
431.0	0.0193
430.0	0.0190
429.0	0.0185
428.0	0.0183
427.0	0.0181
426.0	0.0179
425.0	0.0174
424.0	0.0169
423.0	0.0164
422.0	0.0161
421.0	0.0156
420.0	0.0148
419.0	0.0141
418.0	0.0136
417.0	0.0130
416.0	0.0124
415.0	0.0118
414.0	0.0114
413.0	0.0109
412.0	0.0104
411.0	0.0099
410.0	0.0093
409.0	0.0091
408.0	0.0089
407.0	0.0086
406.0	0.0082
405.0	0.0079
404.0	0.0078
403.0	0.0078
402.0	0.0076
401.0	0.0074
400.0	0.0072
399.0	0.0068
398.0	0.0066
397.0	0.0066
396.0	0.0065
395.0	0.0064
394.0	0.0061
393.0	0.0059
392.0	0.0058
391.0	0.0058
390.0	0.0058
389.0	0.0058
388.0	0.0058
387.0	0.0058
386.0	0.0058
385.0	0.0059
384.0	0.0061
383.0	0.0061
382.0	0.0061
381.0	0.0056
380.0	0.0048
379.0	0.0046
378.0	0.0048
377.0	0.0053
376.0	0.0055
375.0	0.0050
374.0	0.0047
373.0	0.0050
372.0	0.0056
371.0	0.0058
370.0	0.0062
369.0	0.0065
368.0	0.0065
367.0	0.0064
366.0	0.0063
365.0	0.0063
364.0	0.0062
363.0	0.0061
362.0	0.0061
361.0	0.0062
360.0	0.0064
359.0	0.0063
358.0	0.0061
357.0	0.0059
356.0	0.0056
355.0	0.0056
354.0	0.0056
353.0	0.0056
352.0	0.0056
351.0	0.0053
350.0	0.0052
349.0	0.0050
348.0	0.0049
347.0	0.0049
346.0	0.0049
345.0	0.0049
