Sample:	
Run Date:	04-10-2018 17:25:44
Operator:	Hitachi spectro
Comment:	

Instrument
Model:	U-2010 Spectrophotometer
Serial Number:	9709-014
ROM Version:	2550 00

Instrument Parameters
Measurement Type:	Wavelength Scan
Data Mode:	Abs
Starting Wavelength:	1100.0 nm
Ending Wavelength:	190.0 nm
Scan Speed:	100 nm/min
Sampling Interval:	1.0 nm
Slit Width:	2 nm
Lamp Change:	370.0 nm
Baseline Correction:	System
Response:	Medium

Peak Integration
Area Method:	Rectangular
Threshold:	10.0% based on 1 highest peaks
Peak Width:	10.0 nm
Peaks
Peak #	Start (nm)	Apex (nm)	End (nm)	Height (Abs)	Area (Abs*nm)
1	222.0	209.0	209.0	0.0000	-0.4881
2	208.0	199.0	191.0	1.2664	11.5701

Data Points
nm	Abs
600.0	0.0044
599.0	0.0044
598.0	0.0045
597.0	0.0046
596.0	0.0046
595.0	0.0045
594.0	0.0044
593.0	0.0045
592.0	0.0046
591.0	0.0046
590.0	0.0045
589.0	0.0046
588.0	0.0046
587.0	0.0045
586.0	0.0045
585.0	0.0045
584.0	0.0046
583.0	0.0047
582.0	0.0048
581.0	0.0048
580.0	0.0049
579.0	0.0049
578.0	0.0049
577.0	0.0049
576.0	0.0049
575.0	0.0049
574.0	0.0049
573.0	0.0049
572.0	0.0049
571.0	0.0049
570.0	0.0049
569.0	0.0049
568.0	0.0049
567.0	0.0049
566.0	0.0049
565.0	0.0049
564.0	0.0049
563.0	0.0049
562.0	0.0049
561.0	0.0049
560.0	0.0049
559.0	0.0049
558.0	0.0049
557.0	0.0049
556.0	0.0049
555.0	0.0049
554.0	0.0049
553.0	0.0049
552.0	0.0049
551.0	0.0049
550.0	0.0049
549.0	0.0049
548.0	0.0050
547.0	0.0052
546.0	0.0053
545.0	0.0056
544.0	0.0056
543.0	0.0056
542.0	0.0058
541.0	0.0061
540.0	0.0064
539.0	0.0065
538.0	0.0067
537.0	0.0070
536.0	0.0075
535.0	0.0079
534.0	0.0086
533.0	0.0093
532.0	0.0102
531.0	0.0113
530.0	0.0126
529.0	0.0141
528.0	0.0160
527.0	0.0181
526.0	0.0206
525.0	0.0234
524.0	0.0268
523.0	0.0305
522.0	0.0347
521.0	0.0395
520.0	0.0447
519.0	0.0504
518.0	0.0566
517.0	0.0631
516.0	0.0700
515.0	0.0773
514.0	0.0849
513.0	0.0928
512.0	0.1007
511.0	0.1087
510.0	0.1163
509.0	0.1236
508.0	0.1301
507.0	0.1360
506.0	0.1410
505.0	0.1453
504.0	0.1486
503.0	0.1510
502.0	0.1527
501.0	0.1531
500.0	0.1527
499.0	0.1511
498.0	0.1490
497.0	0.1462
496.0	0.1430
495.0	0.1390
