Sample:	
653.0	0.0015
652.0	0.0015
651.0	0.0013
650.0	0.0012
649.0	0.0013
648.0	0.0014
647.0	0.0013
646.0	0.0012
645.0	0.0013
644.0	0.0014
643.0	0.0014
642.0	0.0014
641.0	0.0013
640.0	0.0012
639.0	0.0013
638.0	0.0015
637.0	0.0015
636.0	0.0013
635.0	0.0012
634.0	0.0012
633.0	0.0013
632.0	0.0014
631.0	0.0013
630.0	0.0012
629.0	0.0012
628.0	0.0012
627.0	0.0012
626.0	0.0012
625.0	0.0013
624.0	0.0014
623.0	0.0014
622.0	0.0014
621.0	0.0013
620.0	0.0012
619.0	0.0012
618.0	0.0012
617.0	0.0012
616.0	0.0012
615.0	0.0012
614.0	0.0012
613.0	0.0012
612.0	0.0012
611.0	0.0012
610.0	0.0012
609.0	0.0012
608.0	0.0012
607.0	0.0012
606.0	0.0012
605.0	0.0012
604.0	0.0012
603.0	0.0012
602.0	0.0012
601.0	0.0013
600.0	0.0015
599.0	0.0015
598.0	0.0016
597.0	0.0016
596.0	0.0016
595.0	0.0016
594.0	0.0016
593.0	0.0015
592.0	0.0015
591.0	0.0015
590.0	0.0014
589.0	0.0014
588.0	0.0014
587.0	0.0014
586.0	0.0014
585.0	0.0014
584.0	0.0013
583.0	0.0013
582.0	0.0015
581.0	0.0015
580.0	0.0015
579.0	0.0015
578.0	0.0015
577.0	0.0015
576.0	0.0015
575.0	0.0015
574.0	0.0015
573.0	0.0015
572.0	0.0015
571.0	0.0016
570.0	0.0017
569.0	0.0017
568.0	0.0017
567.0	0.0017
566.0	0.0017
565.0	0.0016
564.0	0.0017
563.0	0.0017
562.0	0.0017
561.0	0.0016
560.0	0.0016
559.0	0.0018
558.0	0.0020
557.0	0.0020
556.0	0.0020
555.0	0.0020
554.0	0.0020
553.0	0.0020
552.0	0.0020
551.0	0.0021
550.0	0.0024
549.0	0.0026
548.0	0.0027
547.0	0.0032
546.0	0.0035
545.0	0.0038
544.0	0.0044
543.0	0.0050
542.0	0.0056
541.0	0.0064
540.0	0.0074
539.0	0.0086
538.0	0.0100
537.0	0.0118
536.0	0.0139
535.0	0.0163
534.0	0.0192
533.0	0.0226
532.0	0.0268
531.0	0.0317
530.0	0.0374
529.0	0.0442
528.0	0.0518
527.0	0.0604
526.0	0.0702
525.0	0.0810
524.0	0.0928
523.0	0.1060
522.0	0.1203
521.0	0.1354
520.0	0.1511
519.0	0.1672
518.0	0.1832
517.0	0.1991
516.0	0.2144
515.0	0.2289
514.0	0.2420
513.0	0.2534
512.0	0.2629
511.0	0.2701
510.0	0.2751
509.0	0.2777
508.0	0.2777
507.0	0.2753
506.0	0.2712
505.0	0.2652
504.0	0.2581
503.0	0.2495
502.0	0.2397
501.0	0.2291
500.0	0.2185
499.0	0.2079
498.0	0.1970
497.0	0.1867
496.0	0.1763
495.0	0.1666
494.0	0.1574
493.0	0.1487
492.0	0.1406
491.0	0.1329
490.0	0.1258
489.0	0.1196
488.0	0.1142
487.0	0.1095
486.0	0.1055
485.0	0.1019
484.0	0.0990
483.0	0.0965
482.0	0.0945
481.0	0.0928
480.0	0.0910
479.0	0.0893
478.0	0.0877
477.0	0.0860
476.0	0.0842
475.0	0.0822
474.0	0.0799
473.0	0.0776
472.0	0.0749
471.0	0.0719
470.0	0.0686
469.0	0.0655
468.0	0.0622
467.0	0.0588
466.0	0.0556
465.0	0.0525
464.0	0.0493
463.0	0.0463
462.0	0.0432
461.0	0.0407
460.0	0.0382
459.0	0.0358
458.0	0.0335
457.0	0.0314
456.0	0.0297
455.0	0.0281
454.0	0.0267
453.0	0.0251
452.0	0.0237
451.0	0.0225
450.0	0.0213
449.0	0.0202
448.0	0.0193
447.0	0.0184
446.0	0.0176
445.0	0.0167
444.0	0.0160
443.0	0.0152
442.0	0.0144
441.0	0.0137
440.0	0.0129
439.0	0.0122
438.0	0.0116
437.0	0.0109
436.0	0.0102
435.0	0.0097
434.0	0.0091
433.0	0.0085
432.0	0.0079
431.0	0.0076
430.0	0.0073
429.0	0.0070
428.0	0.0065
427.0	0.0061
426.0	0.0059
425.0	0.0056
424.0	0.0052
423.0	0.0050
422.0	0.0049
421.0	0.0049
420.0	0.0047
419.0	0.0046
418.0	0.0044
417.0	0.0041
416.0	0.0041
415.0	0.0041
414.0	0.0041
413.0	0.0041
412.0	0.0038
411.0	0.0037
410.0	0.0037
409.0	0.0037
408.0	0.0037
407.0	0.0037
406.0	0.0038
405.0	0.0039
404.0	0.0041
403.0	0.0041
402.0	0.0039
401.0	0.0041
400.0	0.0043
399.0	0.0045
398.0	0.0045
397.0	0.0044
396.0	0.0045
395.0	0.0047
394.0	0.0049
393.0	0.0049
392.0	0.0049
391.0	0.0050
390.0	0.0052
389.0	0.0052
388.0	0.0052
387.0	0.0055
386.0	0.0056
385.0	0.0059
384.0	0.0060
383.0	0.0059
382.0	0.0058
381.0	0.0056
380.0	0.0050
379.0	0.0046
378.0	0.0046
377.0	0.0048
376.0	0.0048
375.0	0.0047
374.0	0.0048
373.0	0.0049
372.0	0.0049
371.0	0.0050
370.0	0.0058
369.0	0.0064
368.0	0.0064
367.0	0.0063
366.0	0.0062
365.0	0.0062
364.0	0.0063
363.0	0.0063
362.0	0.0064
361.0	0.0065
360.0	0.0066
359.0	0.0067
358.0	0.0070
357.0	0.0073
356.0	0.0077
355.0	0.0080
354.0	0.0083
353.0	0.0089
352.0	0.0095
351.0	0.0100
350.0	0.0107
349.0	0.0115
348.0	0.0120
347.0	0.0127
346.0	0.0136
345.0	0.0142
344.0	0.0147
343.0	0.0151
342.0	0.0157
341.0	0.0163
340.0	0.0164
339.0	0.0164
338.0	0.0164
337.0	0.0166
336.0	0.0167
335.0	0.0169
334.0	0.0166
333.0	0.0167
332.0	0.0171
331.0	0.0176
330.0	0.0183
329.0	0.0194
328.0	0.0209
327.0	0.0225
326.0	0.0243
325.0	0.0261
324.0	0.0279
323.0	0.0298
322.0	0.0318
321.0	0.0337
320.0	0.0358
319.0	0.0379
318.0	0.0397
317.0	0.0416
316.0	0.0432
315.0	0.0446
314.0	0.0458
313.0	0.0468
312.0	0.0476
311.0	0.0479
310.0	0.0478
309.0	0.0472
308.0	0.0466
307.0	0.0458
306.0	0.0448
305.0	0.0437
304.0	0.0425
303.0	0.0413
302.0	0.0401
301.0	0.0388
300.0	0.0376
299.0	0.0365
298.0	0.0351
297.0	0.0337
296.0	0.0325
295.0	0.0313
294.0	0.0302
293.0	0.0291
292.0	0.0281
291.0	0.0273
290.0	0.0267
289.0	0.0259
288.0	0.0254
287.0	0.0251
286.0	0.0249
285.0	0.0247
284.0	0.0247
283.0	0.0245
282.0	0.0249
281.0	0.0253
280.0	0.0259
279.0	0.0267
278.0	0.0275
277.0	0.0285
276.0	0.0298
275.0	0.0316
274.0	0.0337
273.0	0.0360
272.0	0.0384
271.0	0.0412
270.0	0.0443
269.0	0.0474
268.0	0.0506
267.0	0.0542
266.0	0.0586
265.0	0.0633
264.0	0.0691
263.0	0.0758
262.0	0.0833
261.0	0.0907
260.0	0.0970
259.0	0.1018
258.0	0.1052
257.0	0.1070
256.0	0.1077
255.0	0.1086
254.0	0.1101
253.0	0.1127
252.0	0.1170
251.0	0.1230
250.0	0.1311
249.0	0.1416
248.0	0.1555
247.0	0.1733
246.0	0.1976
245.0	0.2303
244.0	0.2745
243.0	0.3336
242.0	0.4126
241.0	0.5168
240.0	0.6515
239.0	0.8256
238.0	1.0477
237.0	1.3224
236.0	1.6536
235.0	2.0315
234.0	2.3768
233.0	2.5686
232.0	2.6576
231.0	2.6576
230.0	2.6576
229.0	2.6198
228.0	2.6198
227.0	2.6198
226.0	2.6198
225.0	2.6198
224.0	2.5686
223.0	2.5686
222.0	2.5686
221.0	2.5686
220.0	2.5376
219.0	2.4949
218.0	2.4685
217.0	2.4318
216.0	2.4089
215.0	2.3565
214.0	2.3098
213.0	2.2676
212.0	2.2147
211.0	2.1487
210.0	2.0915
209.0	2.0088
208.0	1.9393
207.0	1.8729
206.0	1.7375
205.0	1.5702
204.0	1.3820
203.0	1.1512
202.0	0.8962
201.0	0.6251
200.0	0.4450
