Sample:	
Run Date:	11-03-2020 16:03:25
Operator:	Hitachi spectro
Comment:	

Instrument
Model:	U-2010 Spectrophotometer
Serial Number:	9709-014
ROM Version:	2550 00

Instrument Parameters
Measurement Type:	Wavelength Scan
Data Mode:	Abs
Starting Wavelength:	900.0 nm
Ending Wavelength:	200.0 nm
Scan Speed:	100 nm/min
Sampling Interval:	1.0 nm
Slit Width:	2 nm
Lamp Change:	370.0 nm
Baseline Correction:	System
Response:	Medium

Peak Integration
Area Method:	Rectangular
Threshold:	10.0% based on 1 highest peaks
Peak Width:	10.0 nm
Peaks
Peak #	Start (nm)	Apex (nm)	End (nm)	Height (Abs)	Area (Abs*nm)
1	536.0	509.0	483.0	0.2217	5.3447
2	251.0	231.0	223.0	2.4083	35.2462
3	223.0	222.0	201.0	2.2625	38.1271

Data Points
nm	Abs
900.0	0.0003
899.0	0.0003
898.0	0.0004
897.0	0.0005
896.0	0.0005
895.0	0.0005
894.0	0.0005
893.0	0.0005
892.0	0.0004
891.0	0.0005
890.0	0.0005
889.0	0.0005
888.0	0.0005
887.0	0.0005
886.0	0.0004
885.0	0.0004
884.0	0.0004
883.0	0.0003
882.0	0.0004
881.0	0.0005
880.0	0.0005
879.0	0.0004
878.0	0.0005
877.0	0.0005
876.0	0.0005
875.0	0.0005
874.0	0.0005
873.0	0.0005
872.0	0.0005
871.0	0.0005
870.0	0.0005
869.0	0.0005
868.0	0.0005
867.0	0.0005
866.0	0.0005
865.0	0.0005
864.0	0.0005
863.0	0.0005
862.0	0.0005
861.0	0.0005
860.0	0.0005
859.0	0.0005
858.0	0.0005
857.0	0.0005
856.0	0.0005
855.0	0.0005
854.0	0.0005
853.0	0.0007
852.0	0.0007
851.0	0.0007
850.0	0.0005
849.0	0.0007
848.0	0.0007
847.0	0.0007
846.0	0.0007
845.0	0.0007
844.0	0.0007
843.0	0.0009
842.0	0.0009
841.0	0.0009
840.0	0.0009
839.0	0.0009
838.0	0.0007
837.0	0.0007
836.0	0.0009
835.0	0.0009
834.0	0.0009
833.0	0.0009
832.0	0.0009
831.0	0.0009
830.0	0.0009
829.0	0.0009
828.0	0.0009
827.0	0.0010
826.0	0.0010
825.0	0.0010
824.0	0.0010
823.0	0.0010
822.0	0.0010
821.0	0.0010
820.0	0.0010
819.0	0.0010
818.0	0.0010
817.0	0.0012
816.0	0.0012
815.0	0.0010
814.0	0.0012
813.0	0.0012
812.0	0.0010
811.0	0.0010
810.0	0.0012
809.0	0.0012
808.0	0.0010
807.0	0.0010
806.0	0.0010
805.0	0.0009
804.0	0.0010
803.0	0.0012
802.0	0.0012
801.0	0.0012
800.0	0.0010
799.0	0.0010
798.0	0.0010
797.0	0.0009
796.0	0.0009
795.0	0.0010
794.0	0.0010
793.0	0.0010
792.0	0.0012
791.0	0.0012
790.0	0.0012
789.0	0.0012
788.0	0.0012
787.0	0.0012
786.0	0.0012
785.0	0.0012
784.0	0.0012
783.0	0.0012
782.0	0.0012
781.0	0.0012
780.0	0.0012
779.0	0.0012
778.0	0.0012
777.0	0.0012
776.0	0.0012
775.0	0.0010
774.0	0.0012
773.0	0.0012
772.0	0.0010
771.0	0.0009
770.0	0.0010
769.0	0.0012
768.0	0.0012
767.0	0.0010
766.0	0.0012
765.0	0.0012
764.0	0.0012
763.0	0.0012
762.0	0.0010
761.0	0.0012
760.0	0.0012
759.0	0.0010
758.0	0.0010
757.0	0.0010
756.0	0.0012
755.0	0.0012
754.0	0.0012
753.0	0.0012
752.0	0.0012
751.0	0.0010
750.0	0.0010
749.0	0.0010
748.0	0.0010
747.0	0.0010
746.0	0.0009
745.0	0.0009
744.0	0.0007
743.0	0.0009
742.0	0.0009
741.0	0.0009
740.0	0.0010
739.0	0.0012
738.0	0.0012
737.0	0.0012
736.0	0.0012
735.0	0.0013
734.0	0.0015
733.0	0.0015
732.0	0.0014
731.0	0.0015
730.0	0.0015
729.0	0.0015
728.0	0.0014
727.0	0.0015
726.0	0.0015
725.0	0.0015
724.0	0.0013
723.0	0.0013
722.0	0.0014
721.0	0.0013
720.0	0.0013
719.0	0.0015
718.0	0.0015
717.0	0.0013
716.0	0.0012
715.0	0.0013
714.0	0.0014
713.0	0.0013
712.0	0.0012
711.0	0.0013
710.0	0.0015
709.0	0.0015
708.0	0.0015
707.0	0.0014
706.0	0.0014
705.0	0.0013
704.0	0.0013
703.0	0.0014
702.0	0.0014
701.0	0.0014
700.0	0.0014
699.0	0.0014
698.0	0.0013
697.0	0.0013
696.0	0.0014
695.0	0.0014
694.0	0.0015
693.0	0.0015
692.0	0.0015
691.0	0.0013
690.0	0.0012
689.0	0.0012
688.0	0.0012
687.0	0.0013
686.0	0.0014
685.0	0.0013
684.0	0.0013
683.0	0.0014
682.0	0.0014
681.0	0.0014
680.0	0.0013
679.0	0.0012
678.0	0.0012
677.0	0.0012
676.0	0.0012
675.0	0.0012
674.0	0.0012
673.0	0.0012
672.0	0.0013
671.0	0.0014
670.0	0.0013
669.0	0.0013
668.0	0.0014
667.0	0.0013
666.0	0.0012
665.0	0.0012
664.0	0.0012
663.0	0.0012
662.0	0.0012
661.0	0.0012
660.0	0.0012
659.0	0.0012
658.0	0.0013
657.0	0.0014
656.0	0.0013
655.0	0.0012
654.0	0.0013
